item1,item1Label,item2,item2Label
http://www.wikidata.org/entity/Q4376997,Golden Eagle Award for Best Leading Actress,http://www.wikidata.org/entity/Q4376996,Golden Eagle Award for Best Leading Actor
http://www.wikidata.org/entity/Q4376996,Golden Eagle Award for Best Leading Actor,http://www.wikidata.org/entity/Q4376997,Golden Eagle Award for Best Leading Actress
http://www.wikidata.org/entity/Q9380060,Q9380060,http://www.wikidata.org/entity/Q4380202,Q4380202
http://www.wikidata.org/entity/Q6616451,list of diplomatic missions in Malawi,http://www.wikidata.org/entity/Q4381746,list of diplomatic missions of Malawi
http://www.wikidata.org/entity/Q6616543,list of diplomatic missions in Sierra Leone,http://www.wikidata.org/entity/Q4381751,list of diplomatic missions of Sierra Leone
http://www.wikidata.org/entity/Q6616502,list of diplomatic missions in Palau,http://www.wikidata.org/entity/Q4382282,list of diplomatic missions of Palau
http://www.wikidata.org/entity/Q20825842,standard variety,http://www.wikidata.org/entity/Q4388326,non-standard language
http://www.wikidata.org/entity/Q4313009,directional light,http://www.wikidata.org/entity/Q4390397,diffuse light
http://www.wikidata.org/entity/Q1091024,continuous linear operator,http://www.wikidata.org/entity/Q4391529,discontinuous linear operator
http://www.wikidata.org/entity/Q127244,Gδ set,http://www.wikidata.org/entity/Q4392123,Fσ set
http://www.wikidata.org/entity/Q190382,ionization,http://www.wikidata.org/entity/Q4392902,plasma recombination
http://www.wikidata.org/entity/Q192084,metrosexual,http://www.wikidata.org/entity/Q4393724,retrosexual
http://www.wikidata.org/entity/Q84425537,hesitancy,http://www.wikidata.org/entity/Q4394121,decisiveness
http://www.wikidata.org/entity/Q542869,supply,http://www.wikidata.org/entity/Q4402708,demand
http://www.wikidata.org/entity/Q7565083,sour crude oil,http://www.wikidata.org/entity/Q4405386,sweet crude oil
http://www.wikidata.org/entity/Q7184903,abstract object,http://www.wikidata.org/entity/Q4406616,concrete object
http://www.wikidata.org/entity/Q15619164,abstract being,http://www.wikidata.org/entity/Q4406616,concrete object
http://www.wikidata.org/entity/Q2914458,extracellular fluid,http://www.wikidata.org/entity/Q4409738,intracellular fluid
http://www.wikidata.org/entity/Q7878319,autecology,http://www.wikidata.org/entity/Q4420546,synecology
http://www.wikidata.org/entity/Q7075422,observable variable,http://www.wikidata.org/entity/Q4422623,latent variable
http://www.wikidata.org/entity/Q4069315,Q4069315,http://www.wikidata.org/entity/Q4423961,pawn endgame
http://www.wikidata.org/entity/Q456782,pure state,http://www.wikidata.org/entity/Q4424491,mixed quantum state
http://www.wikidata.org/entity/Q101086375,non-ego,http://www.wikidata.org/entity/Q4426116,ego
http://www.wikidata.org/entity/Q19720707,Hard infrastructure,http://www.wikidata.org/entity/Q4430241,Soft infrastructure
http://www.wikidata.org/entity/Q2567358,list of diplomatic missions of Bhutan,http://www.wikidata.org/entity/Q4433569,list of diplomatic missions in Bhutan
http://www.wikidata.org/entity/Q2606086,list of diplomatic missions of Kyrgyzstan,http://www.wikidata.org/entity/Q4433570,list of diplomatic missions in Kyrgyzstan
http://www.wikidata.org/entity/Q1861283,list of diplomatic missions of Kazakhstan,http://www.wikidata.org/entity/Q4433571,list of diplomatic missions in Kazakhstan
http://www.wikidata.org/entity/Q2981638,list of diplomatic missions of Moldova,http://www.wikidata.org/entity/Q4433572,list of diplomatic missions in Moldova
http://www.wikidata.org/entity/Q2606012,list of diplomatic missions of Turkmenistan,http://www.wikidata.org/entity/Q4433573,list of diplomatic missions in Turkmenistan
http://www.wikidata.org/entity/Q2981465,list of diplomatic missions of Tajikistan,http://www.wikidata.org/entity/Q4433574,list of diplomatic missions in Tajikistan
http://www.wikidata.org/entity/Q4850012,balancing test,http://www.wikidata.org/entity/Q4967356,bright-line rule
http://www.wikidata.org/entity/Q16842991,"High Commission of India, London",http://www.wikidata.org/entity/Q4970048,British High Commission New Delhi
http://www.wikidata.org/entity/Q85787775,narrow-spectrum antibiotic,http://www.wikidata.org/entity/Q4971815,broad-spectrum antibiotic
http://www.wikidata.org/entity/Q110747653,Q110747653,http://www.wikidata.org/entity/Q4987122,Q4987122
http://www.wikidata.org/entity/Q1070468,The Immigrant,http://www.wikidata.org/entity/Q4989857,emigrant
http://www.wikidata.org/entity/Q12547146,immigrant,http://www.wikidata.org/entity/Q4989857,emigrant
http://www.wikidata.org/entity/Q2512293,diagonal buttress,http://www.wikidata.org/entity/Q4991848,perpendicular buttress
http://www.wikidata.org/entity/Q2746654,Batin,http://www.wikidata.org/entity/Q4992234,Zahir
http://www.wikidata.org/entity/Q55387634,Iraq women's national handball team,http://www.wikidata.org/entity/Q4993101,Iraq national handball team
http://www.wikidata.org/entity/Q4994791,maternal grandfather,http://www.wikidata.org/entity/Q4994787,maternal grandmother
http://www.wikidata.org/entity/Q12714606,paternal grandmother,http://www.wikidata.org/entity/Q4994787,maternal grandmother
http://www.wikidata.org/entity/Q4994787,maternal grandmother,http://www.wikidata.org/entity/Q4994791,maternal grandfather
http://www.wikidata.org/entity/Q12183411,daughter's son,http://www.wikidata.org/entity/Q4994791,maternal grandfather
http://www.wikidata.org/entity/Q19682162,paternal grandfather,http://www.wikidata.org/entity/Q4994791,maternal grandfather
http://www.wikidata.org/entity/Q182559,mermaid,http://www.wikidata.org/entity/Q4995044,merman
http://www.wikidata.org/entity/Q5896399,honke,http://www.wikidata.org/entity/Q4997736,Bunke
http://www.wikidata.org/entity/Q7448567,sell-side analyst,http://www.wikidata.org/entity/Q5003301,buy-side analyst
http://www.wikidata.org/entity/Q3408087,bit-oriented protocol,http://www.wikidata.org/entity/Q5004612,byte-oriented protocol
http://www.wikidata.org/entity/Q21095081,Q21095081,http://www.wikidata.org/entity/Q5004973,Bé d'interès cultural
http://www.wikidata.org/entity/Q5047279,Cartesian Self,http://www.wikidata.org/entity/Q5047278,Cartesian Other
http://www.wikidata.org/entity/Q5047278,Cartesian Other,http://www.wikidata.org/entity/Q5047279,Cartesian Self
http://www.wikidata.org/entity/Q18340930,economic equality,http://www.wikidata.org/entity/Q5055020,income inequality
http://www.wikidata.org/entity/Q1621789,high-floor,http://www.wikidata.org/entity/Q5063947,low floor technology
http://www.wikidata.org/entity/Q18205447,basic bitch,http://www.wikidata.org/entity/Q5066149,Chad
http://www.wikidata.org/entity/Q978275,motivational poster,http://www.wikidata.org/entity/Q5068579,demotivational poster
http://www.wikidata.org/entity/Q5072504,Channel opener,http://www.wikidata.org/entity/Q5072487,channel blocker
http://www.wikidata.org/entity/Q5072487,channel blocker,http://www.wikidata.org/entity/Q5072504,Channel opener
http://www.wikidata.org/entity/Q3557106,China women's national rugby union team (sevens),http://www.wikidata.org/entity/Q5100056,China national rugby union team (sevens)
http://www.wikidata.org/entity/Q2342396,bounded operator,http://www.wikidata.org/entity/Q5108738,unbounded operator
http://www.wikidata.org/entity/Q5110379,Christian sorority,http://www.wikidata.org/entity/Q5110330,Christian fraternity
http://www.wikidata.org/entity/Q5110330,Christian fraternity,http://www.wikidata.org/entity/Q5110379,Christian sorority
http://www.wikidata.org/entity/Q935556,dissonance,http://www.wikidata.org/entity/Q5110561,consonance
http://www.wikidata.org/entity/Q77614854,exterior point,http://www.wikidata.org/entity/Q5116525,interior point
http://www.wikidata.org/entity/Q1583202,foreskin restoration,http://www.wikidata.org/entity/Q5121724,circumcising
http://www.wikidata.org/entity/Q1788716,military decoration,http://www.wikidata.org/entity/Q5124642,civil decoration
http://www.wikidata.org/entity/Q6566978,central enterprise,http://www.wikidata.org/entity/Q5124708,Civilian-run enterprise
http://www.wikidata.org/entity/Q23958946,individual entity,http://www.wikidata.org/entity/Q5127848,class
http://www.wikidata.org/entity/Q877809,header file,http://www.wikidata.org/entity/Q5128020,class implementation file
http://www.wikidata.org/entity/Q7096403,Open position,http://www.wikidata.org/entity/Q5135350,closed position
http://www.wikidata.org/entity/Q7096431,open system,http://www.wikidata.org/entity/Q5135357,closed system
http://www.wikidata.org/entity/Q15051339,opening,http://www.wikidata.org/entity/Q5135520,closure
http://www.wikidata.org/entity/Q3499259,"clothed female, naked male",http://www.wikidata.org/entity/Q5135552,"clothed male, naked female"
http://www.wikidata.org/entity/Q1400288,afterplay,http://www.wikidata.org/entity/Q5139011,foreplay
http://www.wikidata.org/entity/Q78323458,cycle,http://www.wikidata.org/entity/Q5139921,cocycle
http://www.wikidata.org/entity/Q15304494,filly,http://www.wikidata.org/entity/Q5149387,colt
http://www.wikidata.org/entity/Q764561,engineering plastic,http://www.wikidata.org/entity/Q5153171,Commodity plastics
http://www.wikidata.org/entity/Q17144541,tension element,http://www.wikidata.org/entity/Q5157043,compression member
http://www.wikidata.org/entity/Q2633240,list of diplomatic missions of China,http://www.wikidata.org/entity/Q5157581,list of diplomatic missions in the People's Republic of China
http://www.wikidata.org/entity/Q14942359,redundancy,http://www.wikidata.org/entity/Q5158717,concision
http://www.wikidata.org/entity/Q5281693,Discordant coastline,http://www.wikidata.org/entity/Q5158909,Concordant coastline
http://www.wikidata.org/entity/Q64920589,abstractness,http://www.wikidata.org/entity/Q5159081,concreteness
http://www.wikidata.org/entity/Q6467390,Labour Chief Whip,http://www.wikidata.org/entity/Q5163029,Conservative Chief Whip
http://www.wikidata.org/entity/Q231826,hypothecated tax,http://www.wikidata.org/entity/Q5163273,Consolidated Fund
http://www.wikidata.org/entity/Q7247688,producer's risk,http://www.wikidata.org/entity/Q5164621,consumer's risk
http://www.wikidata.org/entity/Q2947058,Cessationism,http://www.wikidata.org/entity/Q5165381,Continuationism
http://www.wikidata.org/entity/Q16961933,discrete-time stochastic process,http://www.wikidata.org/entity/Q5165437,continuous-time stochastic process
http://www.wikidata.org/entity/Q4736397,Alternate ring hitching,http://www.wikidata.org/entity/Q5165513,Continuous ring hitching
http://www.wikidata.org/entity/Q770480,injustice,http://www.wikidata.org/entity/Q5167661,justice
http://www.wikidata.org/entity/Q45279,oligotroph,http://www.wikidata.org/entity/Q5168598,copiotroph
http://www.wikidata.org/entity/Q47012574,no copyright due to missing copyright notice,http://www.wikidata.org/entity/Q5169281,copyright notice
http://www.wikidata.org/entity/Q29941035,copyright not renewed,http://www.wikidata.org/entity/Q5169286,copyright renewed
http://www.wikidata.org/entity/Q3500085,periphery country,http://www.wikidata.org/entity/Q5170193,core country
http://www.wikidata.org/entity/Q167172,stereotype,http://www.wikidata.org/entity/Q5177042,counterstereotype
http://www.wikidata.org/entity/Q1969246,temporal database,http://www.wikidata.org/entity/Q5195097,Current database
http://www.wikidata.org/entity/Q26127,list of diplomatic missions of South Korea,http://www.wikidata.org/entity/Q5212505,list of diplomatic missions in South Korea
http://www.wikidata.org/entity/Q557791,aggradation,http://www.wikidata.org/entity/Q5242585,degradation
http://www.wikidata.org/entity/Q108263503,buried watercourse,http://www.wikidata.org/entity/Q5243239,daylighting
http://www.wikidata.org/entity/Q30314042,data re-identification,http://www.wikidata.org/entity/Q5243821,de-identification
http://www.wikidata.org/entity/Q6657111,live ball,http://www.wikidata.org/entity/Q5245467,dead ball
http://www.wikidata.org/entity/Q3307505,sociality,http://www.wikidata.org/entity/Q5246705,Solitary animal
http://www.wikidata.org/entity/Q305253,credit,http://www.wikidata.org/entity/Q5248104,debit
http://www.wikidata.org/entity/Q13402911,credit spread,http://www.wikidata.org/entity/Q5248106,debit spread
http://www.wikidata.org/entity/Q6312465,June solstice,http://www.wikidata.org/entity/Q5249063,December solstice
http://www.wikidata.org/entity/Q5375490,encoding,http://www.wikidata.org/entity/Q5249529,decoding
http://www.wikidata.org/entity/Q1767080,diagonalizable matrix,http://www.wikidata.org/entity/Q5251123,defective matrix
http://www.wikidata.org/entity/Q78145859,non-degenerate conic section,http://www.wikidata.org/entity/Q5251775,degenerate conic section
http://www.wikidata.org/entity/Q2493413,identification,http://www.wikidata.org/entity/Q5252408,deidentification
http://www.wikidata.org/entity/Q3890203,functional square root,http://www.wikidata.org/entity/Q5254619,function iteration
http://www.wikidata.org/entity/Q7314640,Republican Party of Arkansas,http://www.wikidata.org/entity/Q5255711,Democratic Party of Arkansas
http://www.wikidata.org/entity/Q1654257,list of diplomatic missions of Pakistan,http://www.wikidata.org/entity/Q5257837,list of diplomatic missions in Pakistan
http://www.wikidata.org/entity/Q4260319,Arrival card,http://www.wikidata.org/entity/Q5260589,Departure card
http://www.wikidata.org/entity/Q673473,synchrony,http://www.wikidata.org/entity/Q5270227,diachrony
http://www.wikidata.org/entity/Q7663898,systolic heart murmur,http://www.wikidata.org/entity/Q5272107,diastolic heart murmur
http://www.wikidata.org/entity/Q55524005,dianion,http://www.wikidata.org/entity/Q5272330,dication
http://www.wikidata.org/entity/Q1124813,Confarreatio,http://www.wikidata.org/entity/Q5275261,Diffarreation
http://www.wikidata.org/entity/Q491,friendship,http://www.wikidata.org/entity/Q5275945,enmity
http://www.wikidata.org/entity/Q3268757,analog synthesizer,http://www.wikidata.org/entity/Q5276177,digital synthesizer
http://www.wikidata.org/entity/Q634260,circumstantial evidence,http://www.wikidata.org/entity/Q5280329,direct evidence
http://www.wikidata.org/entity/Q5158909,Concordant coastline,http://www.wikidata.org/entity/Q5281693,Discordant coastline
http://www.wikidata.org/entity/Q5532625,generative model,http://www.wikidata.org/entity/Q5282087,discriminative model
http://www.wikidata.org/entity/Q2053619,antidisestablishmentarianism,http://www.wikidata.org/entity/Q5282162,disestablishmentarianism
http://www.wikidata.org/entity/Q3050120,JBOD,http://www.wikidata.org/entity/Q5282300,disk aggregation
http://www.wikidata.org/entity/Q6664621,Localized disease,http://www.wikidata.org/entity/Q5282748,Disseminated disease
http://www.wikidata.org/entity/Q14946528,conflation,http://www.wikidata.org/entity/Q5282965,distinction
http://www.wikidata.org/entity/Q1324171,duck test,http://www.wikidata.org/entity/Q5282968,distinction without a difference
http://www.wikidata.org/entity/Q2266778,eustress,http://www.wikidata.org/entity/Q5283089,distress
http://www.wikidata.org/entity/Q4764979,animal soul,http://www.wikidata.org/entity/Q5284175,divine soul
http://www.wikidata.org/entity/Q55534500,Silla missions to Japan,http://www.wikidata.org/entity/Q5291074,Japanese missions to Silla
http://www.wikidata.org/entity/Q65237750,Half-time,http://www.wikidata.org/entity/Q5299622,Double-time
http://www.wikidata.org/entity/Q9514201,singly linked list,http://www.wikidata.org/entity/Q5300179,doubly linked list
http://www.wikidata.org/entity/Q610090,thermophoresis,http://www.wikidata.org/entity/Q5312416,Dufour effect
http://www.wikidata.org/entity/Q7604153,static analysis,http://www.wikidata.org/entity/Q5319015,dynamic scoring
http://www.wikidata.org/entity/Q5324335,Category:Articles to be merged,http://www.wikidata.org/entity/Q5324310,Category:Articles to be split
http://www.wikidata.org/entity/Q5324310,Category:Articles to be split,http://www.wikidata.org/entity/Q5324335,Category:Articles to be merged
http://www.wikidata.org/entity/Q11407715,Southern School,http://www.wikidata.org/entity/Q5329020,Northern School
http://www.wikidata.org/entity/Q67339108,endoparasitism,http://www.wikidata.org/entity/Q5334259,ectoparasitism
http://www.wikidata.org/entity/Q19258351,Q19258351,http://www.wikidata.org/entity/Q5338825,contempt
http://www.wikidata.org/entity/Q104602026,esteem,http://www.wikidata.org/entity/Q5338825,contempt
http://www.wikidata.org/entity/Q4115787,Parinirvana Day,http://www.wikidata.org/entity/Q5348941,Buddha's birthday
http://www.wikidata.org/entity/Q2063734,block weight,http://www.wikidata.org/entity/Q5351893,soft weight
http://www.wikidata.org/entity/Q7646211,Surgical emergency,http://www.wikidata.org/entity/Q5354947,elective surgery
http://www.wikidata.org/entity/Q1200557,list of diplomatic missions of Japan,http://www.wikidata.org/entity/Q5360217,list of diplomatic missions in Japan
http://www.wikidata.org/entity/Q1072742,freshwater fish,http://www.wikidata.org/entity/Q5364423,saltwater fish
http://www.wikidata.org/entity/Q1775108,Minami-Kantō,http://www.wikidata.org/entity/Q5366730,Kita-Kantō
http://www.wikidata.org/entity/Q12606106,unofficial history,http://www.wikidata.org/entity/Q5368745,Official history
http://www.wikidata.org/entity/Q5369719,"Embassy of Hungary, Ottawa",http://www.wikidata.org/entity/Q5369596,"Embassy of Canada, Budapest"
http://www.wikidata.org/entity/Q5369755,"Embassy of Japan, Ottawa",http://www.wikidata.org/entity/Q5369599,"Embassy of Canada, Tokyo"
http://www.wikidata.org/entity/Q79604096,"Embassy of Argentina, Bogota",http://www.wikidata.org/entity/Q5369617,"Embassy of Colombia, Buenos Aires"
http://www.wikidata.org/entity/Q15789502,"Embassy of the United States, Nicosia",http://www.wikidata.org/entity/Q5369663,"Embassy of Cyprus in Washington, D.C."
http://www.wikidata.org/entity/Q25451940,"Embassy of the United States, Helsinki",http://www.wikidata.org/entity/Q5369683,"Embassy of Finland, Washington, D.C."
http://www.wikidata.org/entity/Q2493389,"Embassy of Hungary, Berlin",http://www.wikidata.org/entity/Q5369694,"Embassy of Germany, Budapest"
http://www.wikidata.org/entity/Q109127602,embassy of China in Hungary,http://www.wikidata.org/entity/Q5369716,"Embassy of Hungary, Beijing"
http://www.wikidata.org/entity/Q106964141,embassy of Moldova in Hungary,http://www.wikidata.org/entity/Q5369717,"Embassy of Hungary, Chişinău"
http://www.wikidata.org/entity/Q5369596,"Embassy of Canada, Budapest",http://www.wikidata.org/entity/Q5369719,"Embassy of Hungary, Ottawa"
http://www.wikidata.org/entity/Q61924052,"Embassy of Slovakia, Tokyo",http://www.wikidata.org/entity/Q5369752,"Embassy of Japan, Bratislava"
http://www.wikidata.org/entity/Q11668259,"Embassy of the United Kingdom, Tokyo",http://www.wikidata.org/entity/Q5369754,"Embassy of Japan, London"
http://www.wikidata.org/entity/Q5369599,"Embassy of Canada, Tokyo",http://www.wikidata.org/entity/Q5369755,"Embassy of Japan, Ottawa"
http://www.wikidata.org/entity/Q64028688,"Embassy of the United States, Kuala Lumpur",http://www.wikidata.org/entity/Q5369780,"Embassy of Malaysia, Washington, D.C."
http://www.wikidata.org/entity/Q12057126,"Embassy of the United States, Beijing",http://www.wikidata.org/entity/Q5369818,"Embassy of the People's Republic of China in Washington, D.C."
http://www.wikidata.org/entity/Q9149629,"Embassy of the United Kingdom, Warsaw",http://www.wikidata.org/entity/Q5369825,"Embassy of Poland, London"
http://www.wikidata.org/entity/Q9149461,"Embassy of Austria, Warsaw",http://www.wikidata.org/entity/Q5369829,"Embassy of Poland, Vienna"
http://www.wikidata.org/entity/Q63751670,"Embassy of Hungary in Belgrade, Serbia",http://www.wikidata.org/entity/Q5369855,"Embassy of Serbia, Budapest"
http://www.wikidata.org/entity/Q63225366,"Embassy of the United States, Singapore",http://www.wikidata.org/entity/Q5369862,"Embassy of Singapore, Washington, D.C."
http://www.wikidata.org/entity/Q20056712,"Embassy of the United States, Bratislava",http://www.wikidata.org/entity/Q5369864,"Embassy of Slovakia, Washington, D.C."
http://www.wikidata.org/entity/Q5369949,"Embassy of the United Kingdom, Kyiv",http://www.wikidata.org/entity/Q5369904,"Embassy of Ukraine, London"
http://www.wikidata.org/entity/Q99554767,"Embassy of the United States, Montevideo",http://www.wikidata.org/entity/Q5369912,"Embassy of Uruguay, Washington, D.C."
http://www.wikidata.org/entity/Q4374043,"Embassy of Russia, Beijing",http://www.wikidata.org/entity/Q5369938,"Embassy of China, Moscow"
http://www.wikidata.org/entity/Q5369904,"Embassy of Ukraine, London",http://www.wikidata.org/entity/Q5369949,"Embassy of the United Kingdom, Kyiv"
http://www.wikidata.org/entity/Q1803773,"Embassy of Ecuador, London",http://www.wikidata.org/entity/Q5369950,"Embassy of the United Kingdom, Quito"
http://www.wikidata.org/entity/Q3916717,Embassy of South Korea in Washington,http://www.wikidata.org/entity/Q5369969,"Embassy of the United States, Seoul"
http://www.wikidata.org/entity/Q26216,list of diplomatic missions of North Korea,http://www.wikidata.org/entity/Q5370449,list of diplomatic missions in North Korea
http://www.wikidata.org/entity/Q10854973,karamete-mon,http://www.wikidata.org/entity/Q5371967,ōte-mon
http://www.wikidata.org/entity/Q8018022,soft copy,http://www.wikidata.org/entity/Q5372066,hard copy
http://www.wikidata.org/entity/Q1063096,wagashi,http://www.wikidata.org/entity/Q5372471,Western confection
http://www.wikidata.org/entity/Q3152967,emotional insecurity,http://www.wikidata.org/entity/Q5373797,emotional security
http://www.wikidata.org/entity/Q332438,Q332438,http://www.wikidata.org/entity/Q5374249,Empirical probability
http://www.wikidata.org/entity/Q3724911,En femme,http://www.wikidata.org/entity/Q5375073,En homme
http://www.wikidata.org/entity/Q5249529,decoding,http://www.wikidata.org/entity/Q5375490,encoding
http://www.wikidata.org/entity/Q5420699,ectothrix infectious disease,http://www.wikidata.org/entity/Q5376444,endothrix infectious disease
http://www.wikidata.org/entity/Q12133508,inequigranular texture,http://www.wikidata.org/entity/Q5384455,equigranular texture
http://www.wikidata.org/entity/Q745243,decoder,http://www.wikidata.org/entity/Q5392830,encoder
http://www.wikidata.org/entity/Q2602871,erotophobia,http://www.wikidata.org/entity/Q5395444,erotophilia
http://www.wikidata.org/entity/Q1124012,miscarriage of justice,http://www.wikidata.org/entity/Q5395735,errors of impunity
http://www.wikidata.org/entity/Q2988576,cacodemon,http://www.wikidata.org/entity/Q5406385,eudaemon
http://www.wikidata.org/entity/Q34302,doubt,http://www.wikidata.org/entity/Q5410500,faith
http://www.wikidata.org/entity/Q142934,Ex contractu,http://www.wikidata.org/entity/Q5419174,Ex delicto
http://www.wikidata.org/entity/Q12498580,Minimisation,http://www.wikidata.org/entity/Q5419252,exaggeration
http://www.wikidata.org/entity/Q1337691,shortage,http://www.wikidata.org/entity/Q5419538,excess supply
http://www.wikidata.org/entity/Q16948639,inculpatory evidence,http://www.wikidata.org/entity/Q5419722,exculpatory evidence
http://www.wikidata.org/entity/Q5376444,endothrix infectious disease,http://www.wikidata.org/entity/Q5420699,ectothrix infectious disease
http://www.wikidata.org/entity/Q18931911,theorist,http://www.wikidata.org/entity/Q5421176,experimentalist
http://www.wikidata.org/entity/Q571227,implicature,http://www.wikidata.org/entity/Q5421261,explicature
http://www.wikidata.org/entity/Q1026899,intensional definition,http://www.wikidata.org/entity/Q5421961,extensional definition
http://www.wikidata.org/entity/Q431028,interior gateway protocol,http://www.wikidata.org/entity/Q5421990,exterior gateway protocol
http://www.wikidata.org/entity/Q13416790,social equality,http://www.wikidata.org/entity/Q5431887,social inequality
http://www.wikidata.org/entity/Q16751793,true,http://www.wikidata.org/entity/Q5432619,false
http://www.wikidata.org/entity/Q92136810,twenty minutes into the future,http://www.wikidata.org/entity/Q5434653,far future in science fiction and popular culture
http://www.wikidata.org/entity/Q2257746,head for heights,http://www.wikidata.org/entity/Q5439393,fear of falling
http://www.wikidata.org/entity/Q1457734,recurrent neural network,http://www.wikidata.org/entity/Q5441227,feedforward neural network
http://www.wikidata.org/entity/Q11122599,male bonding,http://www.wikidata.org/entity/Q5442747,female bonding
http://www.wikidata.org/entity/Q23759070,cross-sex friendship,http://www.wikidata.org/entity/Q5442747,female bonding
http://www.wikidata.org/entity/Q1404482,female dominance,http://www.wikidata.org/entity/Q5442772,female submission
http://www.wikidata.org/entity/Q3491754,male submission,http://www.wikidata.org/entity/Q5442772,female submission
http://www.wikidata.org/entity/Q2388514,intelligence analysis,http://www.wikidata.org/entity/Q5446967,field agent
http://www.wikidata.org/entity/Q1663888,Q1663888,http://www.wikidata.org/entity/Q5447122,Field service management
http://www.wikidata.org/entity/Q5915703,house slave,http://www.wikidata.org/entity/Q5447125,Field slave
http://www.wikidata.org/entity/Q5449093,Filmfare Award for Best Male Debut – South,http://www.wikidata.org/entity/Q5449080,Filmfare Award for Best Female Debut – South
http://www.wikidata.org/entity/Q5449095,Filmfare Award for Best Male Playback Singer – Malayalam,http://www.wikidata.org/entity/Q5449082,Filmfare Award for Best Female Playback Singer – Malayalam
http://www.wikidata.org/entity/Q5449097,Filmfare Award for Best Male Playback Singer – Telugu,http://www.wikidata.org/entity/Q5449084,Filmfare Award for Best Female Playback Singer – Telugu
http://www.wikidata.org/entity/Q5449080,Filmfare Award for Best Female Debut – South,http://www.wikidata.org/entity/Q5449093,Filmfare Award for Best Male Debut – South
http://www.wikidata.org/entity/Q5449082,Filmfare Award for Best Female Playback Singer – Malayalam,http://www.wikidata.org/entity/Q5449095,Filmfare Award for Best Male Playback Singer – Malayalam
http://www.wikidata.org/entity/Q5449084,Filmfare Award for Best Female Playback Singer – Telugu,http://www.wikidata.org/entity/Q5449097,Filmfare Award for Best Male Playback Singer – Telugu
http://www.wikidata.org/entity/Q5449109,Filmfare Award for Best Supporting Actress – Telugu,http://www.wikidata.org/entity/Q5449104,Filmfare Award for Best Supporting Actor – Telugu
http://www.wikidata.org/entity/Q5449104,Filmfare Award for Best Supporting Actor – Telugu,http://www.wikidata.org/entity/Q5449109,Filmfare Award for Best Supporting Actress – Telugu
http://www.wikidata.org/entity/Q96377919,Filmfare Critics Award for Best Actress – South,http://www.wikidata.org/entity/Q5449113,Filmfare Critics Award for Best Actor – South
http://www.wikidata.org/entity/Q5461348,Florida Film Critics Circle Award for Best Actor,http://www.wikidata.org/entity/Q5461347,Florida Film Critics Circle Award for Best Actress
http://www.wikidata.org/entity/Q5461347,Florida Film Critics Circle Award for Best Actress,http://www.wikidata.org/entity/Q5461348,Florida Film Critics Circle Award for Best Actor
http://www.wikidata.org/entity/Q5466078,Football at the 2007 All-Africa Games – Women's tournament,http://www.wikidata.org/entity/Q5466076,Football at the 2007 All-Africa Games – Men's tournament
http://www.wikidata.org/entity/Q5466076,Football at the 2007 All-Africa Games – Men's tournament,http://www.wikidata.org/entity/Q5466078,Football at the 2007 All-Africa Games – Women's tournament
http://www.wikidata.org/entity/Q10286787,Q10286787,http://www.wikidata.org/entity/Q5466140,football at the 2011 Military World Games – men's tournament
http://www.wikidata.org/entity/Q1968988,Football at the 2012 Tuvalu Games – Men's tournament,http://www.wikidata.org/entity/Q5466160,Football at the 2012 Tuvalu Games – Women's tournament
http://www.wikidata.org/entity/Q2390861,majo / maja,http://www.wikidata.org/entity/Q5466622,Fop
http://www.wikidata.org/entity/Q163740,nonprofit organization,http://www.wikidata.org/entity/Q5466627,for-profit charity
http://www.wikidata.org/entity/Q7858747,two-seam fastball,http://www.wikidata.org/entity/Q5474936,four-seam fastball
http://www.wikidata.org/entity/Q3590206,France national rugby union sevens team,http://www.wikidata.org/entity/Q5478467,France women's national rugby union team (sevens)
http://www.wikidata.org/entity/Q29054051,static document,http://www.wikidata.org/entity/Q5486070,living document
http://www.wikidata.org/entity/Q2381698,southwest,http://www.wikidata.org/entity/Q5491373,northwest
http://www.wikidata.org/entity/Q6452640,southeast,http://www.wikidata.org/entity/Q5491373,northwest
http://www.wikidata.org/entity/Q6497686,northeast,http://www.wikidata.org/entity/Q5491373,northwest
http://www.wikidata.org/entity/Q109553477,women's football in Kuopio,http://www.wikidata.org/entity/Q5495827,men's football in Kuopio
http://www.wikidata.org/entity/Q2517710,diseconomies of scale,http://www.wikidata.org/entity/Q5970087,economies of scale
http://www.wikidata.org/entity/Q1404524,gender-neutral language,http://www.wikidata.org/entity/Q5972793,sexist language
http://www.wikidata.org/entity/Q1437937,permissive free software license,http://www.wikidata.org/entity/Q5975031,copyleft free software license
http://www.wikidata.org/entity/Q91783647,component group,http://www.wikidata.org/entity/Q5988368,identity component
http://www.wikidata.org/entity/Q6035384,maternal aunt,http://www.wikidata.org/entity/Q5992509,paternal aunt
http://www.wikidata.org/entity/Q12158205,paternal uncle,http://www.wikidata.org/entity/Q5992509,paternal aunt
http://www.wikidata.org/entity/Q7301158,real hyperelliptic curve,http://www.wikidata.org/entity/Q6002519,Imaginary hyperelliptic curve
http://www.wikidata.org/entity/Q1384211,exotic matter,http://www.wikidata.org/entity/Q6005984,baryonic matter
http://www.wikidata.org/entity/Q25401577,deep bite malocclusion,http://www.wikidata.org/entity/Q6007039,open bite malocclusion
http://www.wikidata.org/entity/Q110240047,omission,http://www.wikidata.org/entity/Q6014822,inclusion
