id,en,de,fr,es
Q37477789,Taste,Taste,Taste,Taste
Q37478757,Catedral,Catedral,Catedral,Catedral
Q37501360,Siam,Siam,Siam,Siam
Q37501655,Phou,Phou,Phou,Phou
Q37517274,Tun,Tun,Tun,Tun
Q37530892,Character,Character,Character,Character
Q37544109,Ile,Ile,Ile,Ile
Q37557010,Kanady,Kanady,Kanady,Kanady
Q37567902,Lisbon,Lisbon,Lisbon,Lisbon
Q37569420,Salta,Salta,Salta,Salta
Q47246096,Einen,Einen,Einen,Einen
Q50843782,Castello,Castello,Castello,Castello
Q55208231,Før,Før,Før,Før
Q56254769,Brunnen,Brunnen,Brunnen,Brunnen
Q63760369,Lahore,Lahore,Lahore,Lahore
Q64918389,Campaign,Campaign,Campaign,Campaign
Q65097964,Benth,Benth,Benth,Benth
Q66817840,Morgan,Morgan,Morgan,Morgan
Q83348787,Eski,Eski,Eski,Eski
Q98211647,Libre,Libre,Libre,Libre
Q98214364,Né,Né,Né,Né
Q98222869,Membre,Membre,Membre,Membre
Q105539437,Schalke,Schalke,Schalke,Schalke
Q105996054,Bandet,Bandet,Bandet,Bandet
Q106066006,Blog,Blog,Blog,Blog
Q106329696,Oosten,Oosten,Oosten,Oosten
Q106402952,Izrael,Izrael,Izrael,Izrael
Q107327559,Damit,Damit,Damit,Damit
Q107422438,Ducks,Ducks,Ducks,Ducks
Q107454849,Brigada,Brigada,Brigada,Brigada
Q108136413,Stara,Stara,Stara,Stara
Q25853,Indie,Indie,Indie,Indie
Q35930,Congo,Congo,Congo,Congo
Q65824,Providence,Providence,Providence,Providence
Q67033,Moody,Moody,Moody,Moody
Q67605,Cardiff,Cardiff,Cardiff,Cardiff
Q67828,Section,Section,Section,Section
Q68403,Geiger,Geiger,Geiger,Geiger
Q79273,Watson,Watson,Watson,Watson
Q80122,Houston,Houston,Houston,Houston
Q124974,Solid,Solid,Solid,Solid
Q154315,Commander,Commander,Commander,Commander
Q169527,Ajax,Ajax,Ajax,Ajax
Q193284,Daughter,Daughter,Daughter,Daughter
Q198570,Arnold,Arnold,Arnold,Arnold
Q212291,Saab,Saab,Saab,Saab
Q218071,Bristol,Bristol,Bristol,Bristol
Q224386,IM,IM,IM,IM
Q224365,Cromwell,Cromwell,Cromwell,Cromwell
Q225455,Marlborough,Marlborough,Marlborough,Marlborough
Q225738,Gama,Gama,Gama,Gama
Q225931,Manson,Manson,Manson,Manson
Q225894,Turbo,Turbo,Turbo,Turbo
Q226222,Plan,Plan,Plan,Plan
Q226496,PSA,PSA,PSA,PSA
Q227066,Chaco,Chaco,Chaco,Chaco
Q227504,Sheffield,Sheffield,Sheffield,Sheffield
Q227688,Robot,Robot,Robot,Robot
Q228067,Shining,Shining,Shining,Shining
Q230797,Chain,Chain,chain,Chain
Q230862,López,López,López,López
Q231003,Palm,Palm,Palm,Palm
Q231412,Lund,Lund,Lund,Lund
Q231766,Free,Free,Free,Free
Q233307,Navarro,Navarro,Navarro,Navarro
Q233443,Blade,Blade,Blade,Blade
Q233960,Gates,Gates,Gates,Gates
Q235230,KC,KC,KC,KC
Q236868,Bretagne,Bretagne,Bretagne,Bretagne
Q237756,Arabia,Arabia,Arabia,Arabia
Q237992,Göttingen,Göttingen,Göttingen,Göttingen
Q238398,Basse,Basse,Basse,Basse
Q243298,McGraw,McGraw,McGraw,McGraw
Q249727,Mont,Mont,Mont,Mont
Q250238,Pike,Pike,Pike,Pike
Q252010,Nixon,Nixon,Nixon,Nixon
Q254400,Rivière,Rivière,Rivière,Rivière
Q279654,Kohl,Kohl,Kohl,Kohl
Q292088,Trap,Trap,Trap,Trap
Q293252,Bay,Bay,Bay,Bay
Q296362,Katrina,Katrina,Katrina,Katrina
Q298740,Civilization,Civilization,Civilization,Civilization
Q298597,Yellow,Yellow,Yellow,Yellow
Q340640,Lab,Lab,Lab,Lab
Q344190,Drôme,Drôme,Drôme,Drôme
Q345549,Engine,Engine,Engine,Engine
Q346813,Finch,Finch,Finch,Finch
Q348871,Bulan,Bulan,Bulan,Bulan
Q349936,Riga,Riga,Riga,Riga
Q352919,Duck,Duck,Duck,Duck
Q353589,Player,Player,Player,Player
Q353807,Independencia,Independencia,Independencia,Independencia
Q353374,Cure,Cure,Cure,Cure
Q354762,Wire,Wire,Wire,Wire
Q356265,Sloan,Sloan,Sloan,Sloan
Q357454,Machado,Machado,Machado,Machado
Q358988,Plessis,Plessis,Plessis,Plessis
Q359475,Bose,Bose,Bose,Bose
Q365667,Same,Same,Same,Same
Q374785,Adriana,Adriana,Adriana,Adriana
Q389015,Milo,Milo,Milo,Milo
Q393933,Fiat,Fiat,Fiat,Fiat
Q395138,Hearts,Hearts,Hearts,Hearts
Q395427,Herrschaft,Herrschaft,Herrschaft,Herrschaft
Q400288,Basque,Basque,Basque,Basque
Q403457,Firenze,Firenze,Firenze,Firenze
Q407326,Federal,Federal,Federal,Federal
Q408923,Ginger,Ginger,Ginger,Ginger
Q408760,Bend,Bend,Bend,Bend
Q417136,Miss,Miss,Miss,Miss
Q419329,View,View,View,View
Q421079,Sartre,Sartre,Sartre,Sartre
Q422160,Piazza,Piazza,Piazza,Piazza
Q446844,Cardoso,Cardoso,Cardoso,Cardoso
Q451050,Minas,Minas,Minas,Minas
Q538105,Ida,Ida,Ida,Ida
Q539684,Masters,Masters,Masters,Masters
Q590648,Parks,Parks,Parks,Parks
Q594529,Caledonia,Caledonia,Caledonia,Caledonia
Q689195,Armstrong,Armstrong,Armstrong,Armstrong
Q754191,Barclay,Barclay,Barclay,Barclay
Q755619,Viola,Viola,Viola,Viola
Q800218,Bahari,Bahari,Bahari,Bahari
Q804006,Baix,Baix,Baix,Baix
Q885080,Blood,Blood,Blood,Blood
Q914681,prime,Prime,prime,prima
Q942314,Villanueva,Villanueva,Villanueva,Villanueva
Q951099,Krebs,Krebs,Krebs,Krebs
Q953791,Plymouth,Plymouth,Plymouth,Plymouth
Q955147,Kirby,Kirby,Kirby,Kirby
Q975353,Mildred,Mildred,Mildred,Mildred
Q1003851,Hampton,Hampton,Hampton,Hampton
Q1058586,Ghost,Ghost,Ghost,Ghost
Q1068735,Checa,Checa,Checa,Checa
Q1115362,Maas,Maas,Maas,Maas
Q1128261,Latin,Latin,Latin,Latin
Q1180289,Saussure,Saussure,Saussure,Saussure
Q1180434,Lego,Lego,Lego,Lego
Q1182742,Ulysses,Ulysses,Ulysses,Ulysses
Q1206571,Greatest,Greatest,Greatest,Greatest
Q1211157,Corte,Corte,Corte,Corte
Q1211062,Aloe,Aloe,Aloe,Aloe
Q1229482,Vallée,Vallée,Vallée,Vallée
Q1237469,Theresa,Theresa,Theresa,Theresa
Q1244298,RPG,RPG,RPG,RPG
Q1258477,Dresdner,Dresdner,Dresdner,Dresdner
Q1298566,Favorite,Favorite,Favorite,Favorite
Q1374001,Stanley,Stanley,Stanley,Stanley
Q1426193,Herschel,Herschel,Herschel,Herschel
Q1503535,Ritter,Ritter,Ritter,Ritter
Q1570229,Palermo,Palermo,Palermo,Palermo
Q1578474,Cádiz,Cádiz,Cádiz,Cádiz
Q1628955,Horse,Horse,Horse,Horse
Q1666225,Paso,Paso,Paso,Paso
Q1743374,Kirchner,Kirchner,Kirchner,Kirchner
Q1781600,Congress,Kongress,Congrès,Congreso
Q1806375,Larsen,Larsen,Larsen,Larsen
Q1862901,Brewster,Brewster,Brewster,Brewster
Q1865594,Little,Little,Little,Little
Q1868362,Bonaparte,Bonaparte,Bonaparte,Bonaparte
Q1869603,Monterey,Monterey,Monterey,Monterey
Q1890251,Memphis,Memphis,Memphis,Memphis
Q1913671,Dickens,Dickens,Dickens,Dickens
Q1914532,Mayr,Mayr,Mayr,Mayr
Q1930165,Miles,Miles,Miles,Miles
Q1931974,Hepburn,Hepburn,Hepburn,Hepburn
Q1949880,Bedford,Bedford,Bedford,Bedford
Q1955746,Robertson,Robertson,Robertson,Robertson
Q1955896,Brighton,Brighton,Brighton,Brighton
Q1965179,Dundee,Dundee,Dundee,Dundee
Q1967008,Havana,Havana,Havana,Havana
Q2001633,Stockton,Stockton,Stockton,Stockton
Q2018782,Burlington,Burlington,Burlington,Burlington
Q2050837,Papp,Papp,Papp,Papp
Q2055260,Cyrus,Cyrus,Cyrus,Cyrus
Q2058457,Walton,Walton,Walton,Walton
Q2073157,Springer,Springer,Springer,Springer
Q2096497,Virus,Virus,Virus,Virus
Q2144338,Junior,Junior,Junior,Junior
Q2148601,Irene,Irene,Irene,Irene
Q2152194,Foster,Foster,Foster,Foster
Q2228508,Nassau,Nassau,Nassau,Nassau
Q2230861,Elizabeth,Elizabeth,Elizabeth,Elizabeth
Q2230885,Fountain,Fountain,Fountain,Fountain
Q2233888,Ryder,Ryder,Ryder,Ryder
Q2282633,Payne,Payne,Payne,Payne
Q2303167,Glen,Glen,Glen,Glen
Q2313976,Hoffman,Hoffman,Hoffman,Hoffman
Q2346569,Byron,Byron,Byron,Byron
Q2368730,Sharon,Sharon,Sharon,Sharon
Q2399735,Garland,Garland,Garland,Garland
Q2446751,Koska,Koska,Koska,Koska
Q2510240,Vancouver,Vancouver,Vancouver,Vancouver
Q2555295,Tóth,Tóth,Tóth,Tóth
Q2558912,Olympia,Olympia,Olympia,Olympia
Q2562545,Essex,Essex,Essex,Essex
Q2579620,Browning,Browning,Browning,Browning
Q2618817,Concord,Concord,Concord,Concord
Q2625809,Eden,Eden,Eden,Eden
Q2637381,Norris,Norris,Norris,Norris
Q2654044,Aragon,Aragon,Aragon,Aragon
Q2672352,Irwin,Irwin,Irwin,Irwin
Q2688188,Very,Very,Very,Very
Q2741149,Clinton,Clinton,Clinton,Clinton
Q2784297,Segura,Segura,Segura,Segura
Q2856336,Clifford,Clifford,Clifford,Clifford
Q2864132,Association,Association,Association,Asociación
Q2881865,Ocean,Ocean,Ocean,Ocean
Q2917529,Egipto,Egipto,Egipto,Egipto
Q2928635,Burton,Burton,Burton,Burton
Q3011746,Dada,Dada,Dada,Dada
Q3180186,Sanders,Sanders,Sanders,Sanders
Q3313496,Simpson,Simpson,Simpson,Simpson
Q3459772,Sherwood,Sherwood,Sherwood,Sherwood
Q3472886,Fresno,Fresno,Fresno,Fresno
Q3708826,German,German,German,German
Q3742787,Feria,Feria,Feria,Feria
Q3758311,Gareth,Gareth,Gareth,Gareth
Q3995084,Torpedo,Torpedo,Torpedo,Torpedo
Q4038156,Episode,Episode,Episode,Episode
Q4044593,Mountain,Mountain,Mountain,Mountain
Q4050444,Sven,Sven,Sven,Sven
Q4088394,Bloomberg,Bloomberg,Bloomberg,Bloomberg
Q4165942,Archives,Archives,Archives,Archives
Q4733499,Alma,Alma,Alma,Alma
Q4735454,Alpine,Alpine,Alpine,Alpine
Q4861497,Barnes,Barnes,Barnes,Barnes
Q4899919,Beyond,Beyond,Beyond,Beyond
Q5110898,Christine,Christine,Christine,Christine
Q5142970,Coleman,Coleman,Coleman,Coleman
Q5484848,Frank,Frank,Frank,Frank
Q5522084,Garcia,Garcia,Garcia,Garcia
Q5742597,Hero,Hero,Hero,Hero
Q5995412,Rus,Rus,Rus,Rus
Q6622958,Kazan,Kazan,Kazan,Kazan
Q6850477,Milan,Milan,Milan,Milan
Q6914200,Morrow,Morrow,Morrow,Morrow
Q7476350,Tanjung,Tanjung,Tanjung,Tanjung
Q7859934,Tyler,Tyler,Tyler,Tyler
Q8961886,Flow,Flow,Flow,Flow
Q9648126,Bar,Bar,Bar,Bar
Q10507523,Gonzaga,Gonzaga,Gonzaga,Gonzaga
Q10563891,Moor,Moor,Moor,Moor
Q10712520,Vampire,Vampire,Vampire,Vampire
Q12052794,Trek,Trek,Trek,Trek
Q12484410,Goodbye,Goodbye,Goodbye,Goodbye
Q14690375,Eve,Eve,Eve,Eve
Q14691267,Stark,Stark,Stark,Stark
Q16739908,Crown,Crown,Crown,Crown
Q17623175,México,México,México,México
Q18196463,Recreation,Recreation,Recreation,Recreation
Q18272565,Tag,Tag,Tag,Tag
Q18757821,Pirate,Pirate,Pirate,Pirate
Q20850659,Hey,Hey,Hey,Hey
Q26944931,Apple,Apple,Apple,Apple
Q28322474,Vene,Vene,Vene,Vene
Q31180604,Mis,Mis,Mis,Mis
Q36857875,Syn,Syn,Syn,Syn
Q36860249,Dort,Dort,Dort,Dort
Q36889687,Monts,Monts,Monts,Monts
Q36892644,Nowe,Nowe,Nowe,Nowe
Q36907443,Stettin,Stettin,Stettin,Stettin
Q36912180,Deel,Deel,Deel,Deel
Q36922709,Venecia,Venecia,Venecia,Venecia
Q36933365,Pela,Pela,Pela,Pela
Q36956273,Atene,Atene,Atene,Atene
Q36973649,Lutheran,Lutheran,Lutheran,Lutheran
Q37002253,Hamas,Hamas,Hamas,Hamas
Q37031285,Weather,Weather,Weather,Weather
Q37040100,Jews,Jews,Jews,Jews
Q37096804,Wadi,Wadi,Wadi,Wadi
Q37112799,We,We,We,We
Q37126892,Allerdings,Allerdings,Allerdings,Allerdings
Q37175932,Stadt,Stadt,Stadt,Stadt
Q37201165,Genera,Genera,Genera,Genera
Q37201785,Staffel,Staffel,Staffel,Staffel
Q37214567,Quiet,Quiet,Quiet,Quiet
Q37217163,Enter,Enter,Enter,Enter
Q37226705,Seus,Seus,Seus,Seus
Q37232508,Milli,Milli,Milli,Milli
Q37234838,Tennis,Tennis,Tennis,Tennis
Q37255874,Halk,Halk,Halk,Halk
Q37278009,Cu,Cu,Cu,Cu
Q37281213,Agent,Agent,Agent,Agent
Q37281228,Living,Living,Living,Living
Q37302878,Mires,Mires,Mires,Mires
Q37304793,Eure,Eure,Eure,Eure
Q37309934,Welfare,Welfare,Welfare,Welfare
Q37313193,Nas,Nas,Nas,Nas
Q37322294,Arbor,Arbor,Arbor,Arbor
Q37329976,Giant,Giant,Giant,Giant
Q37431501,Years,Years,Years,Years
Q37446656,Studie,Studie,Studie,Studie
Q37466315,Fight,Fight,Fight,Fight
Q37470930,Padova,Padova,Padova,Padova
Q37475560,Twente,Twente,Twente,Twente
Q37487998,Assam,Assam,Assam,Assam
Q37491814,Gegner,Gegner,Gegner,Gegner
Q37491800,Oriente,Oriente,Oriente,Oriente
Q37492044,Noche,Noche,Noche,Noche
Q37526715,Later,Later,Later,Later
Q37528661,Running,Running,Running,Running
Q37539909,Too,Too,Too,Too
Q37545106,Them,Them,Them,Them
Q37545162,Know,Know,Know,Know
Q37563136,Freiheit,Freiheit,Freiheit,Freiheit
Q37564491,Web,Web,Web,Web
Q37564499,Yukon,Yukon,Yukon,Yukon
Q37565178,Sitze,Sitze,Sitze,Sitze
Q38390384,Cinema,Cinema,Cinema,Cinema
Q40749952,Saturday,Saturday,Saturday,Saturday
Q42298887,III,III,III,III
Q42304986,Cine,Cine,Cine,Cine
Q54748703,Agnes,Agnes,Agnes,Agnes
Q54972641,TM,TM,TM,TM
Q63890988,Auvergne,Auvergne,Auvergne,Auvergne
Q74463786,Orte,Orte,Orte,Orte
Q83370464,Ludwik,Ludwik,Ludwik,Ludwik
Q91147535,Distant,Distant,Distant,Distant
Q97482268,Svizzera,Svizzera,Svizzera,Svizzera
Q99909981,Loves,Loves,Loves,Loves
Q101439391,Arean,Arean,Arean,Arean
Q103817570,Hist,Hist,Hist,Hist
Q104592302,Stil,Stil,Stil,Stil
Q106070111,Turm,Turm,Turm,Turm
Q106759128,Artur,Artur,Artur,Artur
Q107366925,Ans,Ans,Ans,Ans
Q109582169,Vierge,Vierge,Vierge,Vierge
Q29511,Idol,Idol,Idol,Idol
Q31159,Quantum,Quantum,Quantum,Quantum
Q32453,Rodríguez,Rodríguez,Rodríguez,Rodríguez
Q65974,Gordon,Gordon,Gordon,Gordon
Q67185,Riverside,Riverside,Riverside,Riverside
Q79490,Winchester,Winchester,Winchester,Winchester
Q128590,Bund,Bund,Bund,Bund
Q211755,Cuenca,Cuenca,Cuenca,Cuenca
Q218762,Hidalgo,Hidalgo,Hidalgo,Hidalgo
Q223794,CSS,CSS,CSS,CSS
Q223959,Fourier,Fourier,Fourier,Fourier
Q224128,Tema,Tema,Tema,Tema
Q224189,Venice,Venice,Venice,Venice
Q225088,Mendoza,Mendoza,Mendoza,Mendoza
Q225197,Bank,Bank,banque,Bank
Q225423,Murcia,Murcia,Murcia,Murcia
Q225495,Flint,Flint,Flint,Flint
Q225498,Punch,Punch,Punch,Punch
Q225700,Figaro,Figaro,Figaro,Figaro
Q226303,Lys,Lys,Lys,Lys
Q226499,Parkinson,Parkinson,Parkinson,Parkinson
Q227623,Mini,Mini,Mini,Mini
Q229199,Euler,Euler,Euler,Euler
Q229594,Bruder,Bruder,Bruder,Bruder
Q229576,Swift,Swift,Swift,Swift
Q230097,Rover,Rover,Rover,Rover
Q230072,Icarus,Icarus,Icarus,Icarus
Q230479,Target,Target,Target,Target
Q230640,Labrador,Labrador,Labrador,Labrador
Q231427,Downey,Downey,Downey,Downey
Q232018,Diablo,Diablo,Diablo,Diablo
Q233975,Mode,Mode,Mode,Mode
Q235656,Final,Final,Final,Final
Q239983,Musica,Musica,Musica,Musica
Q245735,Atlantis,Atlantis,Atlantis,Atlantis
Q248751,Bones,Bones,Bones,Bones
Q251088,Fowler,Fowler,Fowler,Fowler
Q255543,Borges,Borges,Borges,Borges
Q256387,Lagoa,Lagoa,Lagoa,Lagoa
Q267220,Republic,Republic,Republic,Republic
Q293634,Court,Court,Court,Court
Q296562,Brody,Brody,Brody,Brody
Q296940,Porta,Porta,Porta,Porta
Q297859,Prato,Prato,Prato,Prato
Q298775,Haas,Haas,Haas,Haas
Q298953,Priest,Priest,Priest,Priest
Q299084,Pamplona,Pamplona,Pamplona,Pamplona
Q341851,Krieger,Krieger,Krieger,Krieger
Q341267,Dato,Dato,Dato,Dato
Q342061,Moldova,Moldova,Moldova,Moldova
Q345213,Visconti,Visconti,Visconti,Visconti
Q345471,Fish,Fish,Fish,Fish
Q345491,Break,Break,Break,Break
Q349374,parish,Parish,Parish,Parish
Q349563,Cope,Cope,Cope,Cope
Q353324,Brunner,Brunner,Brunner,Brunner
Q355667,Alger,Alger,Alger,Alger
Q356608,Canto,Canto,Canto,Canto
Q358225,Oranje,Oranje,Oranje,Oranje
Q361482,Draft,Draft,Draft,Draft
Q365102,Quick,Quick,Quick,Quick
Q365607,Campania,Campania,Campania,Campania
Q374202,Toledo,Toledo,Toledo,Toledo
Q389299,Newport,Newport,Newport,Newport
Q394847,Liberation,Liberation,Liberation,Liberation
Q396540,Trouble,Trouble,Trouble,Trouble
Q397973,Hollow,Hollow,Hollow,Hollow
Q399344,Maranhão,Maranhão,Maranhão,Maranhão
Q401317,Triumph,Triumph,Triumph,Triumph
Q403630,Civil,Civil,Civil,Civil
Q406524,Belfast,Belfast,Belfast,Belfast
Q406615,Kid,Kid,Kid,Kid
Q407973,Haynes,Haynes,Haynes,Haynes
Q408487,Woods,Woods,Woods,Woods
Q410236,Fiction,Fiction,Fiction,Fiction
Q411703,Shackleton,Shackleton,Shackleton,Shackleton
Q413072,Henley,Henley,Henley,Henley
Q415009,Soria,Soria,Soria,Soria
Q415078,Monk,Monk,Monk,Monk
Q417361,Rotterdam,Rotterdam,Rotterdam,Rotterdam
Q419647,Roll,Roll,Roll,Roll
Q420230,Pass,Pass,Pass,Pass
Q421112,Bachelor,Bachelor,Bachelor,Bachelor
Q422144,Young,Young,Young,Young
Q423977,Lande,Lande,Lande,Lande
Q425192,Gertrude,Gertrude,Gertrude,Gertrude
Q438454,Spiegel,Spiegel,Spiegel,Spiegel
Q446370,Marshal,Marshal,Marshal,Marshal
Q446661,Brass,Brass,Brass,Brass
Q454326,Brill,Brill,Brill,Brill
Q526618,Bee,Bee,Bee,Bee
Q543061,Freiburg,Freiburg,Freiburg,Freiburg
Q564046,Pay,Pay,Pay,Pay
Q577560,Bentley,Bentley,Bentley,Bentley
Q605748,Titus,Titus,Titus,Titus
Q656784,rank,Rang,rang,rango
Q741135,Butte,Butte,Butte,Butte
Q755083,Vienna,Vienna,Vienna,Vienna
Q790642,Avery,Avery,Avery,Avery
Q808984,Barrow,Barrow,Barrow,Barrow
Q813373,Beaufort,Beaufort,Beaufort,Beaufort
Q867785,Special,Special,Special,Special
Q881378,Blanchard,Blanchard,Blanchard,Blanchard
Q884613,Bloch,Bloch,Bloch,Bloch
Q891276,Bold,Bold,Bold,Bold
Q922394,Dawson,Dawson,Dawson,Dawson
Q926675,Lucas,Lucas,Lucas,Lucas
Q958524,Dalton,Dalton,Dalton,Dalton
Q967670,Seite,Seite,Seite,Seite
Q973561,Huntington,Huntington,Huntington,Huntington
Q975978,Melvin,Melvin,Melvin,Melvin
Q979190,Cove,Cove,Cove,Cove
Q994828,Holstein,Holstein,Holstein,Holstein
Q1024843,Cabinet,Cabinet,Cabinet,Cabinet
Q1033674,Mercer,Mercer,Mercer,Mercer
Q1130963,Dublin,Dublin,Dublin,Dublin
Q1133009,Cassandra,Cassandra,Cassandra,Cassandra
Q1136046,Cosimo,Cosimo,Cosimo,Cosimo
Q1152525,Stratford,Stratford,Stratford,Stratford
Q1156622,Dach,Dach,Dach,Dach
Q1168927,Adana,Adana,Adana,Adana
Q1181987,Inspector,Inspector,Inspector,Inspector
Q1182136,Sendai,Sendai,Sendai,Sendai
Q1184797,Railroad,Railroad,Railroad,Railroad
Q1185389,Newell,Newell,Newell,Newell
Q1223874,Schüler,Schüler,Schüler,Schüler
Q1263429,Putnam,Putnam,Putnam,Putnam
Q1328288,Pico,Pico,Pico,Pico
Q1374628,Yorkshire,Yorkshire,Yorkshire,Yorkshire
Q1389390,Forma,Forma,Forma,Forma
Q1409897,Real,Real,Real,Real
Q1426238,Vienne,Vienne,Vienne,Vienne
Q1517864,Georgetown,Georgetown,Georgetown,Georgetown
Q1546441,Carrier,Carrier,Carrier,Carrier
Q1547567,Grosso,Grosso,Grosso,Grosso
Q1573437,Wallace,Wallace,Wallace,Wallace
Q1582792,Mira,Mira,Mira,Mira
Q1636759,Interactive,Interactive,Interactive,Interactive
Q1757325,Absolute,Absolute,Absolute,Absolute
Q1808067,Davis,Davis,Davis,Davis
Q1817746,Peck,Peck,Peck,Peck
Q1862840,Selma,Selma,Selma,Selma
Q1908669,Mathilde,Mathilde,Mathilde,Mathilde
Q1924336,Garfield,Garfield,Garfield,Garfield
Q1925704,Russell,Russell,Russell,Russell
Q1926722,Chandler,Chandler,Chandler,Chandler
Q1927777,Panama,Panama,Panama,Panama
Q1928992,Yale,Yale,Yale,Yale
Q1930050,Marne,Marne,Marne,Marne
Q1932021,Hardy,Hardy,Hardy,Hardy
Q1932611,Early,Early,Early,Early
Q1933914,Dana,Dana,Dana,Dana
Q1947854,Bernard,Bernard,Bernard,Bernard
Q1973683,Peel,Peel,Peel,Peel
Q1997976,Greenwood,Greenwood,Greenwood,Greenwood
Q2002118,Note,Note,Note,Note
Q2021278,Olsson,Olsson,Olsson,Olsson
Q2027632,Ruth,Ruth,Ruth,Ruth
Q2033433,Osiris,Osiris,Osiris,Osiris
Q2091390,Fargo,Fargo,Fargo,Fargo
Q2105405,Petersburg,Petersburg,Petersburg,Petersburg
Q2162596,Rojas,Rojas,Rojas,Rojas
Q2164446,Velvet,Velvet,Velvet,Velvet
Q2188971,Horace,Horace,Horace,Horace
Q2189785,Oxford,Oxford,Oxford,Oxford
Q2193363,Broken,Broken,Broken,Broken
Q2193717,Peterson,Peterson,Peterson,Peterson
Q2215382,Benedict,Benedict,Benedict,Benedict
Q2215699,Hubbard,Hubbard,Hubbard,Hubbard
Q2229315,Randall,Randall,Randall,Randall
Q2230927,Finlayson,Finlayson,Finlayson,Finlayson
Q2231974,Woodward,Woodward,Woodward,Woodward
Q2232671,Brooks,Brooks,Brooks,Brooks
Q2233647,Lester,Lester,Lester,Lester
Q2243257,Potomac,Potomac,Potomac,Potomac
Q2294891,Prescott,Prescott,Prescott,Prescott
Q2300934,West,West,West,West
Q2346493,Norman,Norman,Norman,Norman
Q2369915,Wellington,Wellington,Wellington,Wellington
Q2447116,Fortuna,Fortuna,Fortuna,Fortuna
Q2467619,Duncan,Duncan,Duncan,Duncan
Q2508102,Liverpool,Liverpool,Liverpool,Liverpool
Q2534829,Voss,Voss,Voss,Voss
Q2558647,Bolt,Bolt,Bolt,Bolt
Q2562748,Williams,Williams,Williams,Williams
Q2672301,Shannon,Shannon,Shannon,Shannon
Q2715849,Held,Held,Held,Held
Q2786182,Crane,Crane,Crane,Crane
Q2921614,Dickson,Dickson,Dickson,Dickson
Q2925675,Britannia,Britannia,Britannia,Britannia
Q3007162,Richmond,Richmond,Richmond,Richmond
Q3078708,Forward,Forward,Forward,Forward
Q3241640,Linné,Linné,Linné,Linné
Q3370166,Patton,Patton,Patton,Patton
Q3481678,Angel,Angel,Angel,Angel
Q3569842,Woodstock,Woodstock,Woodstock,Woodstock
Q3611661,Alice,Alice,Alice,Alice
Q3992151,Today,Today,Today,Today
Q4164798,Union,Union,Union,Union
Q4181612,Júlio,Júlio,Júlio,Júlio
Q4406202,Dixie,Dixie,Dixie,Dixie
Q4947159,Bosco,Bosco,Bosco,Bosco
Q5026563,Camilla,Camilla,Camilla,Camilla
Q5195837,Abbott,Abbott,Abbott,Abbott
Q5216061,Dangerous,Dangerous,Dangerous,Dangerous
Q5596062,Grant,Grant,Grant,Grant
Q5612873,Magister,Magister,Magister,Magister
Q5640060,Haji,Haji,Haji,Haji
Q6415884,Kirkwood,Kirkwood,Kirkwood,Kirkwood
Q6644900,Kaplan,Kaplan,Kaplan,Kaplan
Q6695662,Güney,Güney,Güney,Güney
Q6703480,Luna,Luna,Luna,Luna
Q6787492,Matilda,Matilda,Matilda,Matilda
Q6859258,Bayan,Bayan,Bayan,Bayan
Q6906566,Montserrat,Montserrat,Montserrat,Montserrat
Q7296848,Raw,Raw,Raw,Raw
Q7460780,Shadows,Shadows,Shadows,Shadows
Q7598149,Standard,Standard,Standard,Standard
Q7634736,Sugar,Sugar,Sugar,Sugar
Q7861567,Tyrone,Tyrone,Tyrone,Tyrone
Q8772108,Edith,Edith,Edith,Edith
Q10778236,Herder,Herder,Herder,Herder
Q11226836,Jane,Jane,Jane,Jane
Q12140994,Aurora,Aurora,Aurora,Aurora
Q12384197,Barrio,Barrio,Barrio,Barrio
Q12888166,Bradford,Bradford,Bradford,Bradford
Q15077555,Erika,Erika,Erika,Erika
Q15206946,Camille,Camille,Camille,Camille
Q15482006,Saksa,Saksa,Saksa,Saksa
Q16849470,Intro,Intro,Intro,Intro
Q18214887,Heads,Heads,Heads,Heads
Q18324375,Princeton,Princeton,Princeton,Princeton
Q21142231,Kors,Kors,Kors,Kors
Q21142515,Doe,Doe,Doe,Doe
Q21449750,Musée,Musée,Musée,Musée
Q21886070,Galles,Galles,Galles,Galles
Q22033018,Adel,Adel,Adel,Adel
Q22214271,Zurich,Zürich,Zurich,Zurich
Q24088299,Cisco,Cisco,Cisco,Cisco
Q25587250,Fighting,Kampf,combat,lucha
Q28750628,Flere,Flere,Flere,Flere
Q29095108,Kane,Kane,Kane,Kane
Q30226339,Orten,Orten,Orten,Orten
Q30337683,Pampa,Pampa,Pampa,Pampa
Q36878319,Exil,Exil,Exil,Exil
Q36881803,Sul,Sul,Sul,Sul
Q36926610,Romagna,Romagna,Romagna,Romagna
Q36931127,Byl,Byl,Byl,Byl
Q36937151,Wilderness,Wilderness,Wilderness,Wilderness
Q36945556,Hie,Hie,Hie,Hie
Q37025028,Mag,Mag,Mag,Mag
Q37026502,Bambino,Bambino,Bambino,Bambino
Q37098436,Games,Games,Games,Games
Q37099480,Kostel,Kostel,Kostel,Kostel
Q37177460,Lazio,Lazio,Lazio,Lazio
Q37178314,Nicaragua,Nicaragua,Nicaragua,Nicaragua
Q37180998,Bangalore,Bangalore,Bangalore,Bangalore
Q37225015,Druck,Druck,Druck,Druck
Q37238529,Gone,Gone,Gone,Gone
